username,Month,SystemLoggedInTime,Email,Meetings,WorkingOnIssues,SystemInactiveTime,Offs,SkillPointEarned
SAL9867,01-03-2021,15998,885,5391,9722,9202,0,500
SAL9867,01-04-2021,17826,1589,3654,12583,7374,1,300
SAL9867,01-05-2021,13093,2615,1044,9434,12107,2,1600
SAL9867,01-06-2021,14844,1312,1005,12527,10356,3,1900
SAL9867,01-07-2021,18080,362,2104,15614,7120,2,700
SAL9867,01-08-2021,21280,700,4439,16141,3920,3,1500
SAL9867,01-09-2021,18946,1102,4760,13084,6254,3,500
SAL9924,01-10-2020,12004,465,3697,7842,13196,3,1700
SAL9924,01-11-2020,13685,2483,4175,7027,11515,0,400
SAL9924,01-12-2020,18990,2563,1489,14938,6210,3,700
SAL9924,01-01-2021,14482,353,3706,10423,10718,3,2000
SAL9924,01-02-2021,9500,156,5350,3994,15700,3,1400
SAL9924,01-03-2021,11178,1827,1585,7766,14022,2,1300
SAL9924,01-04-2021,17213,326,2353,14534,7987,0,1300
SAL9924,01-05-2021,10952,2158,946,7848,14248,3,500
SAL9924,01-06-2021,14579,2331,2128,10120,10621,3,700
SAL9924,01-07-2021,12288,2620,4814,4854,12912,3,600
SAL9924,01-08-2021,15053,2417,4782,7854,10147,1,600
SAL9924,01-09-2021,9942,2418,3779,3745,15258,1,300
TECH1202,01-10-2020,11070,201,3781,7088,14130,0,1600
TECH1202,01-11-2020,20393,856,5336,14201,4807,2,1900
TECH1202,01-12-2020,15674,2180,2923,10571,9526,2,800
TECH1202,01-01-2021,9933,2013,1346,6574,15267,1,500
TECH1202,01-02-2021,13909,463,2367,11079,11291,2,1800
TECH1202,01-03-2021,12442,979,1109,10354,12758,3,800
TECH1202,01-04-2021,7933,548,2466,4919,17267,1,500
TECH1202,01-05-2021,11641,1918,3749,5974,13559,0,900
TECH1202,01-06-2021,8131,2622,1388,4121,17069,0,0
TECH1202,01-07-2021,14188,2143,4593,7452,11012,1,1300
TECH1202,01-08-2021,18759,1741,4166,12852,6441,0,1800
TECH1202,01-09-2021,19578,520,3546,15512,5622,2,1400
TECH1206,01-10-2020,10764,425,5044,5295,14436,0,1300
TECH1206,01-11-2020,16841,1818,2368,12655,8359,1,1800
TECH1206,01-12-2020,18277,2125,2357,13795,6923,2,1400
TECH1206,01-01-2021,11201,104,4588,6509,13999,2,800
TECH1206,01-02-2021,10996,745,4331,5920,14204,1,2000
TECH1206,01-03-2021,6923,1534,1498,3891,18277,1,0
TECH1206,01-04-2021,13321,1472,1950,9899,11879,0,1000
TECH1206,01-05-2021,15859,132,3002,12725,9341,2,1800
TECH1206,01-06-2021,15235,898,1747,12590,9965,2,800
TECH1206,01-07-2021,20095,1957,2481,15657,5105,0,400
TECH1206,01-08-2021,19991,1031,2778,16182,5209,3,1000
TECH1206,01-09-2021,14713,2675,3854,8184,10487,1,1300
TECH1391,01-10-2020,9669,743,3665,5261,15531,1,800
TECH1391,01-11-2020,18843,1473,2225,15145,6357,0,1000
TECH1391,01-12-2020,15747,2087,1097,12563,9453,0,700
TECH1391,01-01-2021,16459,1523,4836,10100,8741,0,600
TECH1391,01-02-2021,19266,2632,4945,11689,5934,2,600
TECH1391,01-03-2021,11262,714,3744,6804,13938,0,1600
TECH1391,01-04-2021,12881,690,3396,8795,12319,2,700
TECH1391,01-05-2021,19610,2444,4387,12779,5590,2,1800
TECH1391,01-06-2021,13275,2531,5289,5455,11925,3,2000
TECH1391,01-07-2021,13248,27,3369,9852,11952,0,1100
TECH1391,01-08-2021,15576,384,4130,11062,9624,1,1500
TECH1391,01-09-2021,9439,2618,2885,3936,15761,0,900
TECH1395,01-10-2020,9807,664,1050,8093,15393,1,1800
TECH1395,01-11-2020,8376,2242,930,5204,16824,2,900
TECH1395,01-12-2020,12630,2107,5270,5253,12570,2,1500
TECH1395,01-01-2021,13055,2548,1380,9127,12145,1,0
TECH1395,01-02-2021,18156,221,4389,13546,7044,2,900
TECH1395,01-03-2021,12382,1159,2281,8942,12818,1,1000
TECH1395,01-04-2021,15185,1683,4502,9000,10015,0,300
TECH1395,01-05-2021,20532,911,4219,15402,4668,1,1300
TECH1395,01-06-2021,11504,1330,3712,6462,13696,3,1300
TECH1395,01-07-2021,13780,1982,4279,7519,11420,3,1700
TECH1395,01-08-2021,19482,1267,2997,15218,5718,3,1800
TECH1395,01-09-2021,15016,1528,2211,11277,10184,2,200
TECH1502,01-10-2020,11864,873,4244,6747,13336,3,600
TECH1502,01-11-2020,8933,1825,2112,4996,16267,0,0
TECH1502,01-12-2020,17823,17,2891,14915,7377,3,1200
TECH1502,01-01-2021,10729,1531,2381,6817,14471,0,600
TECH1502,01-02-2021,14790,569,1208,13013,10410,3,1400
TECH1502,01-03-2021,8821,1450,3094,4277,16379,2,1000
TECH1502,01-04-2021,13718,1496,3544,8678,11482,2,800
TECH1502,01-05-2021,10378,2354,1944,6080,14822,0,400
TECH1502,01-06-2021,14487,1511,3140,9836,10713,2,1900
TECH1502,01-07-2021,7790,760,2155,4875,17410,3,500
TECH1502,01-08-2021,18634,1128,2875,14631,6566,3,800
TECH1502,01-09-2021,21986,2227,4949,14810,3214,0,1700
TECH1769,01-10-2020,21748,2441,3471,15836,3452,3,400
TECH1769,01-11-2020,12055,2582,1796,7677,13145,0,0
TECH1769,01-12-2020,9906,1020,2267,6619,15294,3,500
TECH1769,01-01-2021,15469,1697,2444,11328,9731,3,100
TECH1769,01-02-2021,18079,1327,4924,11828,7121,0,600
TECH1769,01-03-2021,14744,2635,2298,9811,10456,0,2000
TECH1769,01-04-2021,7787,454,2923,4410,17413,2,1400
TECH1769,01-05-2021,13850,1957,1847,10046,11350,0,100
TECH1769,01-06-2021,12918,1545,1130,10243,12282,2,100
TECH1769,01-07-2021,16947,1804,1412,13731,8253,2,400
TECH1769,01-08-2021,17799,1992,4929,10878,7401,3,300
TECH1769,01-09-2021,14196,2089,4256,7851,11004,1,700
TECH1851,01-10-2020,19070,1526,4617,12927,6130,1,600
TECH1851,01-11-2020,18451,1845,4845,11761,6749,1,1000
TECH1851,01-12-2020,18359,2261,2988,13110,6841,2,2000
TECH1851,01-01-2021,15161,723,5312,9126,10039,0,1400
TECH1851,01-02-2021,7051,27,2357,4667,18149,2,1000
TECH1851,01-03-2021,16812,757,1167,14888,8388,2,1100
TECH1851,01-04-2021,20250,1791,3913,14546,4950,1,0
TECH1851,01-05-2021,9521,515,4918,4088,15679,0,200
TECH1851,01-06-2021,11438,1213,3607,6618,13762,3,1800
TECH1851,01-07-2021,10749,1013,3074,6662,14451,1,400
TECH1851,01-08-2021,18836,1570,2230,15036,6364,1,300
TECH1851,01-09-2021,9491,332,2702,6457,15709,1,1200
TECH1860,01-10-2020,17306,1525,1732,14049,7894,1,800
TECH1860,01-11-2020,17743,1086,4952,11705,7457,3,1000
TECH1860,01-12-2020,19658,2657,4366,12635,5542,0,100
TECH1860,01-01-2021,19718,988,4688,14042,5482,2,1500
TECH1860,01-02-2021,17476,1023,3478,12975,7724,1,1600
TECH1860,01-03-2021,16654,2558,4875,9221,8546,3,300
TECH1860,01-04-2021,13948,103,3622,10223,11252,3,1000
TECH1860,01-05-2021,16282,333,1798,14151,8918,2,1400
TECH1860,01-06-2021,21627,2411,4518,14698,3573,2,1200
TECH1860,01-07-2021,18378,318,4696,13364,6822,1,1500
TECH1860,01-08-2021,11458,890,2065,8503,13742,3,500
TECH1860,01-09-2021,15555,962,4325,10268,9645,0,1800
TECH1876,01-10-2020,15222,2536,2331,10355,9978,2,400
TECH1876,01-11-2020,8090,624,3223,4243,17110,3,1800
TECH1876,01-12-2020,21237,1963,3910,15364,3963,0,400
TECH1876,01-01-2021,13306,46,3537,9723,11894,1,0
TECH1876,01-02-2021,12250,1469,1825,8956,12950,1,1800
TECH1876,01-03-2021,17039,2165,5114,9760,8161,3,1200
TECH1876,01-04-2021,20267,2665,4051,13551,4933,0,800
TECH1876,01-05-2021,12932,1569,5024,6339,12268,0,1700
TECH1876,01-06-2021,14220,2322,4048,7850,10980,0,1700
TECH1876,01-07-2021,14130,1830,2288,10012,11070,3,0
TECH1876,01-08-2021,9008,560,2939,5509,16192,1,0
TECH1876,01-09-2021,10262,85,3786,6391,14938,2,1700
TECH2021,01-10-2020,18250,616,2731,14903,6950,1,700
TECH2021,01-11-2020,10581,403,1151,9027,14619,0,2000
TECH2021,01-12-2020,9091,1971,1257,5863,16109,2,900
TECH2021,01-01-2021,13638,2441,2776,8421,11562,3,600
TECH2021,01-02-2021,16571,117,1173,15281,8629,1,1700
TECH2021,01-03-2021,21168,1018,4770,15380,4032,2,1200
TECH2021,01-04-2021,19705,1690,5212,12803,5495,2,400
TECH2021,01-05-2021,11494,1343,3749,6402,13706,3,1900
TECH2021,01-06-2021,6049,588,1362,4099,19151,0,0
TECH2021,01-07-2021,12001,1542,2063,8396,13199,1,1400
TECH2021,01-08-2021,8855,35,2981,5839,16345,1,200
TECH2021,01-09-2021,9669,1017,2969,5683,15531,0,1900
TECH2045,01-10-2020,10049,1468,1884,6697,15151,2,1100
TECH2045,01-11-2020,7706,2187,1841,3678,17494,2,1500
TECH2045,01-12-2020,17011,1898,1879,13234,8189,3,900
TECH2045,01-01-2021,13995,1983,1562,10450,11205,3,1000
TECH2045,01-02-2021,18047,2557,4513,10977,7153,3,1600
TECH2045,01-03-2021,10972,1543,2926,6503,14228,2,1700
TECH2045,01-04-2021,11010,297,1188,9525,14190,2,700
TECH2045,01-05-2021,16065,1015,2437,12613,9135,0,200
TECH2045,01-06-2021,17913,507,5126,12280,7287,2,1900
TECH2045,01-07-2021,12441,1278,4174,6989,12759,1,700
TECH2045,01-08-2021,12804,2655,5240,4909,12396,0,400
TECH2045,01-09-2021,9548,1300,4199,4049,15652,3,1600
TECH2291,01-10-2020,18133,1565,1940,14628,7067,2,1400
TECH2291,01-11-2020,16550,2580,1804,12166,8650,2,100
TECH2291,01-12-2020,18698,1503,2579,14616,6502,1,700
TECH2291,01-01-2021,10785,515,1527,8743,14415,0,600
TECH2291,01-02-2021,16670,1806,4594,10270,8530,1,200
TECH2291,01-03-2021,12738,1761,2709,8268,12462,0,400
TECH2291,01-04-2021,15692,1847,4476,9369,9508,0,1800
TECH2291,01-05-2021,9797,1308,2521,5968,15403,0,800
TECH2291,01-06-2021,23218,2235,4905,16078,1982,3,200
TECH2291,01-07-2021,11782,1021,4549,6212,13418,1,1700
TECH2291,01-08-2021,13553,1940,2137,9476,11647,0,600
TECH2291,01-09-2021,17459,1336,1865,14258,7741,1,1200
TECH2664,01-10-2020,11353,340,3806,7207,13847,3,1300
TECH2664,01-11-2020,15146,1837,4245,9064,10054,3,1900
TECH2664,01-12-2020,16621,1068,2215,13338,8579,3,1200
TECH2664,01-01-2021,9442,1469,3141,4832,15758,1,700
TECH2664,01-02-2021,17705,1264,2924,13517,7495,0,1600
TECH2664,01-03-2021,14011,1305,4751,7955,11189,3,1600
TECH2664,01-04-2021,14510,2106,2128,10276,10690,3,1400
TECH2664,01-05-2021,13343,1140,4439,7764,11857,0,300
TECH2664,01-06-2021,18395,2088,3660,12647,6805,0,600
TECH2664,01-07-2021,20720,1751,2946,16023,4480,2,0
TECH2664,01-08-2021,10882,1865,1037,7980,14318,1,300
TECH2664,01-09-2021,8253,1842,1741,4670,16947,2,1900
TECH2693,01-10-2020,17112,5,3216,13891,8088,1,800
TECH2693,01-11-2020,20070,2182,1938,15950,5130,0,700
TECH2693,01-12-2020,18668,2007,4040,12621,6532,1,1800
TECH2693,01-01-2021,18703,152,3365,15186,6497,1,1400
TECH2693,01-02-2021,12493,365,4578,7550,12707,1,700
TECH2693,01-03-2021,17286,1113,2123,14050,7914,2,0
TECH2693,01-04-2021,13111,1128,5132,6851,12089,2,1400
TECH2693,01-05-2021,13015,2386,3144,7485,12185,2,200
TECH2693,01-06-2021,12908,1055,3822,8031,12292,0,1900
TECH2693,01-07-2021,13690,1297,2213,10180,11510,3,1200
TECH2693,01-08-2021,17200,2111,2615,12474,8000,2,1300
TECH2693,01-09-2021,19778,940,4585,14253,5422,1,600
TECH2707,01-10-2020,20518,1846,4967,13705,4682,3,1100
TECH2707,01-11-2020,9809,41,3614,6154,15391,1,1800
TECH2707,01-12-2020,16069,1893,4871,9305,9131,2,300
TECH2707,01-01-2021,8695,2167,1824,4704,16505,3,2000
TECH2707,01-02-2021,14563,391,2555,11617,10637,1,1600
TECH2707,01-03-2021,7247,1800,1693,3754,17953,2,200
TECH2707,01-04-2021,14048,592,1966,11490,11152,0,1400
TECH2707,01-05-2021,11382,1067,2517,7798,13818,1,300
TECH2707,01-06-2021,21421,1866,3951,15604,3779,1,100
TECH2707,01-07-2021,17967,46,2212,15709,7233,1,500
TECH2707,01-08-2021,18384,1907,2091,14386,6816,3,0
TECH2707,01-09-2021,11899,1341,3406,7152,13301,3,1000
TECH2843,01-10-2020,19380,815,3019,15546,5820,3,600
TECH2843,01-11-2020,9501,1793,2811,4897,15699,1,1400
TECH2843,01-12-2020,10393,1860,1804,6729,14807,0,1700
TECH2843,01-01-2021,9923,1867,2845,5211,15277,0,700
TECH2843,01-02-2021,12220,747,4502,6971,12980,3,1600
TECH2843,01-03-2021,17671,2044,4303,11324,7529,1,2000
TECH2843,01-04-2021,10513,1290,2174,7049,14687,3,1800
TECH2843,01-05-2021,14018,2375,5118,6525,11182,1,2000
TECH2843,01-06-2021,17241,1261,1432,14548,7959,2,2000
TECH2843,01-07-2021,21787,1446,4742,15599,3413,2,1000
TECH2843,01-08-2021,10165,1292,5082,3791,15035,1,1200
TECH2843,01-09-2021,18701,2607,1920,14174,6499,2,1600
TECH2853,01-10-2020,16426,258,4702,11466,8774,3,200
TECH2853,01-11-2020,10277,917,4438,4922,14923,3,600
TECH2853,01-12-2020,13787,1282,3139,9366,11413,1,400
TECH2853,01-01-2021,13307,1925,3968,7414,11893,1,1400
TECH2853,01-02-2021,20529,617,5185,14727,4671,1,0
TECH2853,01-03-2021,10713,1702,3201,5810,14487,0,1700
TECH2853,01-04-2021,9779,1584,3829,4366,15421,1,1200
TECH2853,01-05-2021,17986,518,4397,13071,7214,2,1700
TECH2853,01-06-2021,14591,1708,4651,8232,10609,3,400
TECH2853,01-07-2021,18363,20,2991,15352,6837,0,1900
TECH2853,01-08-2021,19088,1562,3386,14140,6112,0,200
TECH2853,01-09-2021,14105,1763,1398,10944,11095,3,2000
TECH2895,01-10-2020,15601,458,4412,10731,9599,2,600
TECH2895,01-11-2020,14629,882,5185,8562,10571,0,1900
TECH2895,01-12-2020,7008,294,1649,5065,18192,3,200
TECH2895,01-01-2021,20073,2589,2878,14606,5127,1,700
TECH2895,01-02-2021,17780,1025,4489,12266,7420,0,1500
TECH2895,01-03-2021,10784,2488,1935,6361,14416,0,1000
TECH2895,01-04-2021,19649,1879,4497,13273,5551,1,1800
TECH2895,01-05-2021,12728,553,2231,9944,12472,1,1700
TECH2895,01-06-2021,12531,123,1974,10434,12669,0,800
TECH2895,01-07-2021,11648,1341,5110,5197,13552,0,500
TECH2895,01-08-2021,7680,2362,902,4416,17520,1,1500
TECH2895,01-09-2021,12212,242,3067,8903,12988,1,1200
TECH2899,01-10-2020,12078,838,2945,8295,13122,2,1400
TECH2899,01-11-2020,17801,459,2411,14931,7399,2,1100
TECH2899,01-12-2020,19321,809,3996,14516,5879,2,2000
TECH2899,01-01-2021,15252,1713,3259,10280,9948,2,600
TECH2899,01-02-2021,13197,1019,4260,7918,12003,1,1800
TECH2899,01-03-2021,19609,1744,2983,14882,5591,2,100
TECH2899,01-04-2021,18332,1331,1482,15519,6868,3,1100
TECH2899,01-05-2021,16797,229,3556,13012,8403,0,700
TECH2899,01-06-2021,18075,882,4935,12258,7125,2,300
TECH2899,01-07-2021,10683,1441,2266,6976,14517,0,1800
TECH2899,01-08-2021,9794,688,2437,6669,15406,3,1800
TECH2899,01-09-2021,20043,1627,5098,13318,5157,2,1600
TECH2930,01-10-2020,18042,2011,2146,13885,7158,0,700
TECH2930,01-11-2020,15126,655,4032,10439,10074,0,0
TECH2930,01-12-2020,9402,1540,4052,3810,15798,2,1300
TECH2930,01-01-2021,9382,2452,1612,5318,15818,2,1200
TECH2930,01-02-2021,14663,188,3856,10619,10537,1,400
TECH2930,01-03-2021,17517,1288,1643,14586,7683,0,600
TECH2930,01-04-2021,18307,380,3811,14116,6893,1,900
TECH2930,01-05-2021,8215,819,3095,4301,16985,0,1500
TECH2930,01-06-2021,13862,1124,3746,8992,11338,2,1800
TECH2930,01-07-2021,23012,2491,5071,15450,2188,0,1200
TECH2930,01-08-2021,13856,59,3255,10542,11344,1,500
TECH2930,01-09-2021,10258,1988,1739,6531,14942,2,1000
TECH3049,01-10-2020,17236,1999,961,14276,7964,3,0
TECH3049,01-11-2020,12850,2038,3706,7106,12350,0,1800
TECH3049,01-12-2020,13121,1966,1069,10086,12079,3,800
TECH3049,01-01-2021,15530,2699,4463,8368,9670,0,600
TECH3049,01-02-2021,19092,2648,1047,15397,6108,0,0
TECH3049,01-03-2021,11574,1202,1612,8760,13626,0,900
TECH3049,01-04-2021,8035,1475,2589,3971,17165,0,300
TECH3049,01-05-2021,15353,2297,903,12153,9847,3,1300
TECH3049,01-06-2021,18640,2666,3824,12150,6560,3,1100
TECH3049,01-07-2021,20749,2659,2409,15681,4451,1,1200
TECH3049,01-08-2021,12705,2033,2391,8281,12495,1,500
TECH3049,01-09-2021,17511,1824,1342,14345,7689,3,1600
TECH3062,01-10-2020,11287,1865,1668,7754,13913,0,500
TECH3062,01-11-2020,12731,1846,4517,6368,12469,0,1300
TECH3062,01-12-2020,16365,867,2677,12821,8835,1,1000
TECH3062,01-01-2021,7110,1096,923,5091,18090,2,1000
TECH3062,01-02-2021,11600,2640,5276,3684,13600,3,300
TECH3062,01-03-2021,18261,1271,2774,14216,6939,1,1400
TECH3062,01-04-2021,11229,1032,2078,8119,13971,1,100
TECH3062,01-05-2021,19075,1353,3594,14128,6125,1,0
TECH3062,01-06-2021,10429,2200,2136,6093,14771,0,2000
TECH3062,01-07-2021,18544,1571,2416,14557,6656,1,800
TECH3062,01-08-2021,20108,976,3505,15627,5092,1,2000
TECH3062,01-09-2021,18700,2464,5277,10959,6500,0,900
TECH3082,01-10-2020,16305,2372,1207,12726,8895,2,1800
TECH3082,01-11-2020,15115,1224,2007,11884,10085,3,900
TECH3082,01-12-2020,15444,999,4802,9643,9756,3,1100
TECH3082,01-01-2021,16945,231,1940,14774,8255,1,1600
TECH3082,01-02-2021,21570,2546,3108,15916,3630,2,1900
TECH3082,01-03-2021,16814,1656,5383,9775,8386,2,200
TECH3082,01-04-2021,10566,2016,3627,4923,14634,1,300
TECH3082,01-05-2021,17943,282,4152,13509,7257,0,1500
TECH3082,01-06-2021,16027,1428,1365,13234,9173,3,700
TECH3082,01-07-2021,11206,1333,2602,7271,13994,0,400
TECH3082,01-08-2021,9362,806,2174,6382,15838,3,800
TECH3082,01-09-2021,21387,2039,5213,14135,3813,2,1500
TECH3200,01-10-2020,11999,2130,4957,4912,13201,1,400
TECH3200,01-11-2020,19752,1453,2307,15992,5448,1,500
TECH3200,01-12-2020,20705,1428,3669,15608,4495,2,1700
TECH3200,01-01-2021,16417,1166,2941,12310,8783,1,800
TECH3200,01-02-2021,15910,520,3152,12238,9290,3,100
TECH3200,01-03-2021,13151,2409,3308,7434,12049,3,1700
TECH3200,01-04-2021,14039,526,1830,11683,11161,3,200
TECH3200,01-05-2021,8550,369,4228,3953,16650,2,400
TECH3200,01-06-2021,13654,2005,995,10654,11546,2,800
TECH3200,01-07-2021,16802,1599,1119,14084,8398,0,1500
TECH3200,01-08-2021,10937,2102,4696,4139,14263,3,300
TECH3200,01-09-2021,18129,717,3200,14212,7071,2,700
TECH3255,01-10-2020,16369,1531,4222,10616,8831,1,1800
TECH3255,01-11-2020,21511,2247,4803,14461,3689,2,300
TECH3255,01-12-2020,13193,2692,2981,7520,12007,1,100
TECH3255,01-01-2021,17555,1033,2099,14423,7645,3,1100
TECH3255,01-02-2021,17652,2633,2389,12630,7548,3,1800
TECH3255,01-03-2021,14477,2333,2874,9270,10723,2,1800
TECH3255,01-04-2021,9727,1617,2053,6057,15473,0,1700
TECH3255,01-05-2021,17091,588,3341,13162,8109,1,600
TECH3255,01-06-2021,11951,1855,1705,8391,13249,2,400
TECH3255,01-07-2021,16210,586,1254,14370,8990,0,2000
TECH3255,01-08-2021,17578,1159,3896,12523,7622,2,1300
TECH3255,01-09-2021,14617,515,5198,8904,10583,1,1300
TECH3368,01-10-2020,14337,846,3831,9660,10863,1,300
TECH3368,01-11-2020,12052,2591,3165,6296,13148,0,500
TECH3368,01-12-2020,16688,1275,2531,12882,8512,0,700
TECH3368,01-01-2021,8030,475,1296,6259,17170,1,400
TECH3368,01-02-2021,12129,672,5168,6289,13071,3,0
TECH3368,01-03-2021,18136,849,2210,15077,7064,2,400
TECH3368,01-04-2021,18174,1340,4404,12430,7026,1,200
TECH3368,01-05-2021,16361,933,4513,10915,8839,0,700
TECH3368,01-06-2021,13577,2560,2566,8451,11623,1,900
TECH3368,01-07-2021,6127,1470,935,3722,19073,2,900
TECH3368,01-08-2021,18146,1725,3643,12778,7054,0,600
TECH3368,01-09-2021,13350,2535,3702,7113,11850,0,600
TECH3489,01-10-2020,11680,393,1758,9529,13520,3,1000
TECH3489,01-11-2020,11194,1593,3521,6080,14006,2,500
TECH3489,01-12-2020,21088,2543,3034,15511,4112,3,100
TECH3489,01-01-2021,15732,1096,2741,11895,9468,3,2000
TECH3489,01-02-2021,16390,1554,3990,10846,8810,0,1000
TECH3489,01-03-2021,18594,1195,4365,13034,6606,1,2000
TECH3489,01-04-2021,15028,1082,3693,10253,10172,0,1200
TECH3489,01-05-2021,9669,1558,2362,5749,15531,3,1300
TECH3489,01-06-2021,15787,984,4553,10250,9413,2,1000
TECH3489,01-07-2021,10289,1443,3918,4928,14911,2,1800
TECH3489,01-08-2021,15710,65,1380,14265,9490,0,100
TECH3489,01-09-2021,10622,802,4225,5595,14578,1,1900
TECH3504,01-10-2020,21525,312,5310,15903,3675,0,400
TECH3504,01-11-2020,11116,2534,3704,4878,14084,0,1800
TECH3504,01-12-2020,12913,1510,2634,8769,12287,3,1800
TECH3504,01-01-2021,9004,433,4112,4459,16196,1,1200
TECH3504,01-02-2021,12485,612,4520,7353,12715,3,1700
TECH3504,01-03-2021,13746,1910,5350,6486,11454,0,600
TECH3504,01-04-2021,18180,1655,3609,12916,7020,0,100
TECH3504,01-05-2021,15957,605,3881,11471,9243,3,1300
TECH3504,01-06-2021,12335,1163,2631,8541,12865,3,800
TECH3504,01-07-2021,17206,2261,4997,9948,7994,1,900
TECH3504,01-08-2021,16530,1678,3227,11625,8670,0,1400
TECH3504,01-09-2021,19448,446,3527,15475,5752,1,1400
TECH3557,01-10-2020,18130,322,5128,12680,7070,0,700
TECH3557,01-11-2020,17697,183,3681,13833,7503,0,1900
TECH3557,01-12-2020,12918,1550,4622,6746,12282,1,1600
TECH3557,01-01-2021,5720,498,950,4272,19480,3,1200
TECH3557,01-02-2021,16274,2247,2685,11342,8926,0,2000
TECH3557,01-03-2021,15122,839,4657,9626,10078,1,200
TECH3557,01-04-2021,19380,1223,3931,14226,5820,1,1800
TECH3557,01-05-2021,17546,1249,2064,14233,7654,1,900
TECH3557,01-06-2021,16559,1242,5097,10220,8641,2,1800
TECH3557,01-07-2021,21371,1391,4171,15809,3829,0,1600
TECH3557,01-08-2021,11625,631,4980,6014,13575,0,1500
TECH3557,01-09-2021,7617,103,927,6587,17583,3,300
TECH3733,01-10-2020,10929,2043,1990,6896,14271,3,1100
TECH3733,01-11-2020,12539,1283,4447,6809,12661,1,1900
TECH3733,01-12-2020,18554,1182,2576,14796,6646,3,1900
TECH3733,01-01-2021,12917,356,2610,9951,12283,3,1000
TECH3733,01-02-2021,7800,1872,1640,4288,17400,1,800
TECH3733,01-03-2021,20887,2399,3378,15110,4313,3,1800
TECH3733,01-04-2021,11858,409,3023,8426,13342,3,1700
TECH3733,01-05-2021,15948,483,5220,10245,9252,1,200
TECH3733,01-06-2021,13882,113,3562,10207,11318,3,1000
TECH3733,01-07-2021,20140,1909,4388,13843,5060,0,100
TECH3733,01-08-2021,9836,2098,3822,3916,15364,3,1500
TECH3733,01-09-2021,9763,1883,1654,6226,15437,0,1200
TECH3790,01-10-2020,12546,2043,5055,5448,12654,2,400
TECH3790,01-11-2020,8920,1218,3954,3748,16280,2,900
TECH3790,01-12-2020,15351,667,5189,9495,9849,0,1900
TECH3790,01-01-2021,12542,681,1403,10458,12658,0,1600
TECH3790,01-02-2021,20378,1333,5231,13814,4822,1,1300
TECH3790,01-03-2021,18503,2640,2675,13188,6697,1,1300
TECH3790,01-04-2021,13604,94,2821,10689,11596,0,100
TECH3790,01-05-2021,19926,773,3462,15691,5274,1,1700
TECH3790,01-06-2021,7451,2327,1016,4108,17749,1,600
TECH3790,01-07-2021,13552,1553,4367,7632,11648,2,1400
TECH3790,01-08-2021,11659,1497,2533,7629,13541,3,1000
TECH3790,01-09-2021,19741,1786,4915,13040,5459,2,1400
TECH3806,01-10-2020,9235,1805,1349,6081,15965,3,400
TECH3806,01-11-2020,14795,2391,1143,11261,10405,2,1800
TECH3806,01-12-2020,18613,106,2702,15805,6587,3,400
TECH3806,01-01-2021,14138,192,3426,10520,11062,0,700
TECH3806,01-02-2021,12597,2513,3405,6679,12603,2,700
TECH3806,01-03-2021,18639,760,1699,16180,6561,1,600
TECH3806,01-04-2021,17061,1669,4717,10675,8139,3,400
TECH3806,01-05-2021,15613,2018,3921,9674,9587,0,1900
TECH3806,01-06-2021,9620,251,2331,7038,15580,2,1400
TECH3806,01-07-2021,10985,2152,2161,6672,14215,3,1200
TECH3806,01-08-2021,10249,2137,2916,5196,14951,2,900
TECH3806,01-09-2021,19286,1237,3279,14770,5914,1,1300
TECH3811,01-10-2020,7541,132,2807,4602,17659,2,900
TECH3811,01-11-2020,8841,847,2441,5553,16359,1,1500
TECH3811,01-12-2020,20081,211,4794,15076,5119,1,1900
TECH3811,01-01-2021,10728,1305,1434,7989,14472,3,1900
TECH3811,01-02-2021,12399,326,2298,9775,12801,1,1400
TECH3811,01-03-2021,18919,1665,5157,12097,6281,0,1700
TECH3811,01-04-2021,19687,359,5303,14025,5513,0,300
TECH3811,01-05-2021,19831,2409,1811,15611,5369,0,1200
TECH3811,01-06-2021,12343,251,2246,9846,12857,0,1700
TECH3811,01-07-2021,19150,894,2378,15878,6050,0,1800
TECH3811,01-08-2021,9507,2449,3069,3989,15693,1,800
TECH3811,01-09-2021,13331,884,1019,11428,11869,3,1400
TECH3838,01-10-2020,17265,322,2815,14128,7935,2,1200
TECH3838,01-11-2020,19939,1209,4625,14105,5261,3,400
TECH3838,01-12-2020,12086,2584,3190,6312,13114,2,100
TECH3838,01-01-2021,18008,1110,1607,15291,7192,0,1700
TECH3838,01-02-2021,14844,2050,1000,11794,10356,0,1500
TECH3838,01-03-2021,12113,1342,3551,7220,13087,3,0
TECH3838,01-04-2021,10921,968,5032,4921,14279,0,1600
TECH3838,01-05-2021,14750,1211,4214,9325,10450,2,2000
TECH3838,01-06-2021,17497,309,3010,14178,7703,3,1000
TECH3838,01-07-2021,10529,695,5135,4699,14671,1,1300
TECH3838,01-08-2021,20027,2199,2878,14950,5173,3,1500
TECH3838,01-09-2021,16993,1288,4580,11125,8207,1,1100
TECH3869,01-10-2020,16574,2286,2122,12166,8626,0,800
TECH3869,01-11-2020,6004,529,1410,4065,19196,2,1600
TECH3869,01-12-2020,13335,516,1315,11504,11865,1,800
TECH3869,01-01-2021,9863,150,3159,6554,15337,1,800
TECH3869,01-02-2021,18102,1582,3045,13475,7098,2,500
TECH3869,01-03-2021,16625,1311,4096,11218,8575,2,200
